departamento,municipio,universidad,semestre,programa,rol,edad,sexo,orientacion,identidad,discapacidad,etnia,religion,estado_civil,origen,estrato,target_vg,target_frecuencia,target_denuncia,target_apoyoU,target_percepcion,target_semestre,target_programa,target_rol,target_rangoEdad,target_sexo,target_orientacion,target_identidad,target_discapacidad,target_etnia,target_religion,target_estadoCivil,target_origen,target_estrato
Córdoba,Tunja,Universidad A,Décimo,Derecho,Externo,53,intersexual,otra,hombre,fisicas,ninguna,agnosticismo,soltero,otroPais,3,0,siempre,0,1,regular,Quinto,AdministracionEmpresas,Administrativx,entre18y25,hembra,gay,otra,fisicas,afrocolombianos,ateismo,viudo,municipioLocal,4
Antioquia,Bogotá,Universidad B,Primero,IngenieriaSistemas,Administrativx,23,macho,bisexual,mujer,multiples,gitanos,agnosticismo,soltero,otroDepartamento,3,1,siempre,0,1,muyMala,Noveno,Psicologia,Externo,entre26y40,hembra,gay,otra,ninguna,gitanos,ateismo,divorciado,otroDepartamento,1
Boyacá,Montería,Universidad A,Quinto,AdministracionEmpresas,Externo,33,hembra,bisexual,otra,psicosociales,ninguna,ateismo,soltero,municipioLocal,2,1,siempre,0,0,muyMala,Sexto,Psicologia,Administrativx,entre18y25,hembra,bisexual,mujer,sensoriales,indigena,ateismo,soltero,otroMunicipio,6
Cundinamarca,Cali,Universidad A,Sexto,AdministracionEmpresas,Administrativx,51,intersexual,hetero,hombre,intelectuales,afrocolombianos,ateismo,viudo,otroPais,3,0,casinunca,0,1,regular,Cuarto,IngenieriaSistemas,Externo,menores18,macho,otra,mujer,multiples,indigena,otra,viudo,otroDepartamento,6
Córdoba,Medellín,Universidad C,Séptimo,Psicologia,Externo,40,macho,hetero,mujer,fisicas,gitanos,ateismo,soltero,municipioLocal,3,1,puntomedio,1,1,regular,Segundo,IngenieriaSistemas,Estudiante,entre26y40,hembra,gay,mujer,psicosociales,raizales,otra,viudo,otroMunicipio,5
Antioquia,Medellín,Universidad C,Noveno,Psicologia,Estudiante,59,hembra,lesbiana,mujer,ninguna,afrocolombianos,agnosticismo,unionLibre,otroMunicipio,6,0,nunca,0,1,muyMala,Quinto,Psicologia,Externo,menores18,hembra,bisexual,mujer,psicosociales,ninguna,agnosticismo,unionLibre,municipioLocal,2
Valle del Cauca,Medellín,Universidad C,Tercero,ContaduriaPublica,Externo,41,macho,lesbiana,hombre,psicosociales,gitanos,evangelismo,soltero,otroDepartamento,3,1,nunca,1,0,buena,Octavo,AdministracionEmpresas,Administrativx,entre18y25,macho,hetero,mujer,intelectuales,gitanos,ateismo,soltero,otroDepartamento,5
Antioquia,Bogotá,Universidad C,Segundo,ContaduriaPublica,Administrativx,30,intersexual,otra,hombre,ninguna,gitanos,agnosticismo,divorciado,municipioLocal,2,1,casinunca,1,1,muyBuena,Octavo,Psicologia,Estudiante,mayores40,hembra,bisexual,mujer,ninguna,ninguna,otra,divorciado,otroDepartamento,2
Valle del Cauca,Tunja,Universidad B,Tercero,AdministracionEmpresas,Administrativx,35,macho,otra,otra,sensoriales,ninguna,catolicismo,soltero,otroMunicipio,1,1,siempre,0,0,mala,Sexto,Derecho,Docente,mayores40,hembra,hetero,otra,psicosociales,ninguna,otra,casado,otroDepartamento,6
Boyacá,Montería,Universidad C,Noveno,Psicologia,Docente,30,intersexual,gay,otra,intelectuales,ninguna,evangelismo,casado,otroMunicipio,3,0,nunca,1,1,regular,Primero,AdministracionEmpresas,Estudiante,mayores40,hembra,lesbiana,otra,intelectuales,ninguna,cristianismo,casado,otroDepartamento,2
Cundinamarca,Cali,Universidad A,Séptimo,Derecho,Externo,54,macho,gay,hombre,psicosociales,ninguna,ateismo,unionLibre,otroMunicipio,4,0,casinunca,0,0,muyBuena,Octavo,Psicologia,Docente,mayores40,hembra,lesbiana,mujer,multiples,ninguna,otra,divorciado,otroDepartamento,1
Antioquia,Cali,Universidad B,Noveno,IngenieriaSistemas,Estudiante,60,hembra,hetero,otra,psicosociales,gitanos,otra,unionLibre,otroPais,2,0,casisiempre,0,1,mala,Cuarto,IngenieriaSistemas,Externo,mayores40,hembra,bisexual,otra,fisicas,ninguna,ateismo,unionLibre,municipioLocal,6
Córdoba,Bogotá,Universidad C,Segundo,Psicologia,Externo,56,intersexual,lesbiana,mujer,ninguna,gitanos,otra,viudo,otroPais,5,0,nunca,1,1,mala,Segundo,Psicologia,Estudiante,menores18,intersexual,lesbiana,hombre,sensoriales,indigena,evangelismo,unionLibre,otroPais,6
Boyacá,Medellín,Universidad A,Quinto,Psicologia,Externo,59,intersexual,hetero,otra,fisicas,afrocolombianos,cristianismo,divorciado,otroDepartamento,6,1,casisiempre,1,0,regular,Primero,ContaduriaPublica,Estudiante,mayores40,hembra,otra,mujer,multiples,afrocolombianos,ateismo,viudo,municipioLocal,2
Antioquia,Bogotá,Universidad B,Cuarto,ContaduriaPublica,Estudiante,34,intersexual,hetero,otra,sensoriales,raizales,evangelismo,unionLibre,otroDepartamento,2,1,siempre,0,0,buena,Séptimo,Psicologia,Estudiante,entre18y25,macho,bisexual,hombre,multiples,gitanos,cristianismo,soltero,otroDepartamento,3
Córdoba,Tunja,Universidad B,Segundo,IngenieriaSistemas,Externo,32,macho,lesbiana,mujer,ninguna,ninguna,ateismo,casado,otroMunicipio,1,1,nunca,0,1,buena,Segundo,AdministracionEmpresas,Externo,menores18,hembra,gay,mujer,psicosociales,gitanos,ateismo,viudo,otroMunicipio,2
Antioquia,Tunja,Universidad C,Noveno,AdministracionEmpresas,Estudiante,35,macho,gay,otra,psicosociales,afrocolombianos,evangelismo,soltero,otroDepartamento,2,0,casinunca,0,0,muyBuena,Cuarto,Psicologia,Administrativx,menores18,intersexual,otra,mujer,psicosociales,indigena,catolicismo,casado,otroMunicipio,2
Valle del Cauca,Montería,Universidad B,Noveno,Psicologia,Estudiante,40,hembra,lesbiana,mujer,intelectuales,afrocolombianos,evangelismo,unionLibre,otroPais,5,1,puntomedio,0,1,muyBuena,Cuarto,IngenieriaSistemas,Externo,mayores40,macho,bisexual,otra,sensoriales,indigena,cristianismo,divorciado,otroDepartamento,4
Antioquia,Montería,Universidad A,Sexto,AdministracionEmpresas,Externo,47,intersexual,bisexual,otra,psicosociales,indigena,otra,casado,otroDepartamento,6,1,nunca,1,0,muyMala,Décimo,Derecho,Estudiante,entre26y40,macho,hetero,hombre,fisicas,ninguna,agnosticismo,soltero,otroPais,4
Antioquia,Tunja,Universidad B,Sexto,Psicologia,Externo,51,intersexual,bisexual,hombre,multiples,ninguna,agnosticismo,soltero,municipioLocal,4,1,nunca,1,0,buena,Primero,ContaduriaPublica,Administrativx,entre18y25,hembra,lesbiana,otra,multiples,afrocolombianos,ateismo,divorciado,otroDepartamento,1
Antioquia,Tunja,Universidad A,Octavo,AdministracionEmpresas,Administrativx,21,macho,bisexual,otra,intelectuales,afrocolombianos,catolicismo,viudo,otroPais,5,0,nunca,0,0,muyBuena,Segundo,AdministracionEmpresas,Estudiante,menores18,intersexual,lesbiana,mujer,ninguna,gitanos,otra,soltero,municipioLocal,1
Boyacá,Tunja,Universidad B,Sexto,IngenieriaSistemas,Administrativx,20,macho,otra,hombre,intelectuales,indigena,cristianismo,unionLibre,otroMunicipio,2,0,nunca,1,1,muyMala,Primero,IngenieriaSistemas,Estudiante,entre18y25,hembra,lesbiana,hombre,psicosociales,raizales,evangelismo,casado,otroPais,3
Antioquia,Bogotá,Universidad C,Primero,ContaduriaPublica,Docente,24,hembra,gay,hombre,psicosociales,ninguna,ateismo,unionLibre,otroMunicipio,5,0,casinunca,0,0,mala,Sexto,ContaduriaPublica,Docente,entre26y40,intersexual,bisexual,mujer,multiples,indigena,ateismo,casado,otroPais,4
Córdoba,Tunja,Universidad A,Cuarto,IngenieriaSistemas,Docente,35,hembra,gay,hombre,fisicas,gitanos,evangelismo,casado,otroDepartamento,2,0,casinunca,0,1,muyBuena,Tercero,Psicologia,Estudiante,menores18,intersexual,otra,otra,fisicas,raizales,evangelismo,soltero,municipioLocal,5
Valle del Cauca,Cali,Universidad B,Séptimo,Derecho,Externo,59,macho,otra,hombre,intelectuales,indigena,cristianismo,divorciado,otroPais,4,0,puntomedio,1,1,muyMala,Primero,ContaduriaPublica,Externo,entre18y25,hembra,hetero,mujer,intelectuales,gitanos,catolicismo,unionLibre,otroPais,1
Valle del Cauca,Medellín,Universidad B,Segundo,ContaduriaPublica,Estudiante,24,intersexual,hetero,hombre,multiples,gitanos,evangelismo,viudo,otroMunicipio,4,1,casinunca,1,0,buena,Octavo,Derecho,Externo,mayores40,intersexual,lesbiana,mujer,fisicas,indigena,agnosticismo,soltero,otroDepartamento,1
Antioquia,Tunja,Universidad B,Noveno,IngenieriaSistemas,Docente,57,hembra,bisexual,mujer,ninguna,raizales,otra,divorciado,otroMunicipio,1,0,casinunca,1,1,mala,Cuarto,ContaduriaPublica,Externo,menores18,hembra,otra,otra,multiples,gitanos,otra,casado,otroDepartamento,4
Boyacá,Medellín,Universidad A,Octavo,Derecho,Externo,23,macho,bisexual,mujer,fisicas,raizales,catolicismo,unionLibre,otroPais,4,0,siempre,1,0,muyBuena,Décimo,ContaduriaPublica,Administrativx,menores18,intersexual,gay,mujer,multiples,indigena,cristianismo,divorciado,otroMunicipio,4
Boyacá,Bogotá,Universidad A,Octavo,Psicologia,Docente,39,macho,hetero,mujer,fisicas,raizales,otra,divorciado,otroPais,3,0,siempre,1,1,buena,Séptimo,Psicologia,Docente,menores18,macho,gay,hombre,sensoriales,gitanos,cristianismo,viudo,municipioLocal,3
Córdoba,Medellín,Universidad A,Séptimo,Psicologia,Estudiante,18,intersexual,lesbiana,hombre,fisicas,raizales,cristianismo,soltero,otroMunicipio,5,1,casisiempre,0,0,mala,Décimo,Psicologia,Docente,menores18,hembra,hetero,otra,multiples,raizales,agnosticismo,divorciado,otroPais,4
Antioquia,Bogotá,Universidad C,Cuarto,AdministracionEmpresas,Externo,21,macho,lesbiana,otra,intelectuales,afrocolombianos,ateismo,viudo,otroDepartamento,5,1,puntomedio,1,0,regular,Segundo,AdministracionEmpresas,Estudiante,mayores40,intersexual,lesbiana,mujer,psicosociales,afrocolombianos,catolicismo,casado,otroPais,2
Valle del Cauca,Cali,Universidad C,Segundo,ContaduriaPublica,Estudiante,60,macho,gay,mujer,fisicas,raizales,evangelismo,divorciado,otroDepartamento,2,1,siempre,1,1,buena,Sexto,Psicologia,Estudiante,entre26y40,macho,gay,otra,ninguna,indigena,catolicismo,divorciado,otroPais,6
Boyacá,Bogotá,Universidad A,Tercero,Psicologia,Externo,46,hembra,otra,otra,psicosociales,afrocolombianos,catolicismo,soltero,otroDepartamento,4,0,puntomedio,0,1,regular,Sexto,ContaduriaPublica,Docente,entre26y40,macho,otra,mujer,sensoriales,raizales,ateismo,unionLibre,otroDepartamento,5
Antioquia,Bogotá,Universidad B,Sexto,ContaduriaPublica,Docente,38,macho,gay,otra,fisicas,afrocolombianos,otra,casado,municipioLocal,1,0,puntomedio,1,0,muyBuena,Séptimo,Derecho,Administrativx,entre18y25,macho,otra,otra,multiples,gitanos,catolicismo,unionLibre,municipioLocal,6
Boyacá,Montería,Universidad C,Quinto,Psicologia,Administrativx,43,macho,lesbiana,hombre,multiples,ninguna,cristianismo,divorciado,otroPais,1,1,nunca,0,1,muyMala,Primero,Psicologia,Externo,mayores40,macho,gay,otra,fisicas,raizales,ateismo,soltero,otroDepartamento,2
Boyacá,Tunja,Universidad A,Octavo,AdministracionEmpresas,Docente,31,hembra,hetero,hombre,sensoriales,afrocolombianos,otra,viudo,otroMunicipio,1,0,puntomedio,0,0,muyBuena,Primero,AdministracionEmpresas,Estudiante,mayores40,hembra,lesbiana,hombre,multiples,indigena,evangelismo,divorciado,otroPais,2
Valle del Cauca,Tunja,Universidad B,Sexto,IngenieriaSistemas,Docente,26,intersexual,gay,hombre,multiples,afrocolombianos,evangelismo,soltero,municipioLocal,6,0,nunca,1,1,buena,Segundo,AdministracionEmpresas,Docente,entre18y25,intersexual,hetero,otra,fisicas,raizales,agnosticismo,divorciado,otroDepartamento,6
Cundinamarca,Cali,Universidad C,Sexto,AdministracionEmpresas,Administrativx,29,intersexual,bisexual,mujer,intelectuales,raizales,evangelismo,divorciado,otroDepartamento,3,0,casisiempre,0,1,regular,Segundo,ContaduriaPublica,Administrativx,mayores40,macho,lesbiana,hombre,fisicas,gitanos,evangelismo,casado,otroPais,2
Córdoba,Cali,Universidad B,Primero,Derecho,Administrativx,59,hembra,bisexual,hombre,fisicas,afrocolombianos,ateismo,casado,municipioLocal,4,0,casisiempre,1,0,regular,Quinto,Psicologia,Externo,mayores40,intersexual,bisexual,otra,multiples,ninguna,evangelismo,soltero,otroPais,1
Córdoba,Tunja,Universidad B,Cuarto,Psicologia,Externo,23,hembra,hetero,mujer,fisicas,gitanos,catolicismo,divorciado,otroMunicipio,1,1,casisiempre,0,0,mala,Primero,Psicologia,Estudiante,menores18,intersexual,gay,otra,fisicas,afrocolombianos,evangelismo,soltero,otroDepartamento,6
Valle del Cauca,Montería,Universidad B,Quinto,Derecho,Externo,37,intersexual,lesbiana,mujer,psicosociales,raizales,agnosticismo,soltero,otroMunicipio,3,0,nunca,1,0,muyBuena,Segundo,AdministracionEmpresas,Externo,menores18,intersexual,bisexual,mujer,ninguna,afrocolombianos,evangelismo,divorciado,otroPais,2
Boyacá,Tunja,Universidad B,Tercero,Derecho,Estudiante,41,intersexual,bisexual,mujer,ninguna,indigena,otra,divorciado,otroPais,5,0,nunca,0,0,muyBuena,Sexto,Psicologia,Externo,menores18,hembra,gay,mujer,intelectuales,ninguna,cristianismo,viudo,otroDepartamento,1
Antioquia,Montería,Universidad C,Noveno,ContaduriaPublica,Estudiante,44,intersexual,bisexual,mujer,fisicas,raizales,evangelismo,viudo,otroDepartamento,2,0,casisiempre,0,0,buena,Tercero,ContaduriaPublica,Docente,mayores40,hembra,hetero,mujer,sensoriales,indigena,catolicismo,divorciado,otroMunicipio,4
Boyacá,Cali,Universidad C,Primero,Psicologia,Docente,55,intersexual,otra,hombre,multiples,afrocolombianos,cristianismo,unionLibre,otroDepartamento,4,0,nunca,0,1,regular,Cuarto,Derecho,Docente,mayores40,macho,lesbiana,otra,multiples,raizales,agnosticismo,divorciado,otroDepartamento,5
Valle del Cauca,Medellín,Universidad C,Sexto,Derecho,Administrativx,25,intersexual,gay,mujer,intelectuales,gitanos,otra,soltero,municipioLocal,4,0,casinunca,1,1,buena,Primero,ContaduriaPublica,Externo,entre26y40,intersexual,lesbiana,otra,intelectuales,raizales,agnosticismo,divorciado,otroMunicipio,5
Córdoba,Cali,Universidad A,Sexto,IngenieriaSistemas,Estudiante,18,hembra,lesbiana,hombre,sensoriales,raizales,ateismo,soltero,otroDepartamento,6,0,casinunca,1,0,buena,Quinto,Psicologia,Externo,menores18,hembra,gay,hombre,fisicas,ninguna,otra,unionLibre,otroMunicipio,2
Boyacá,Cali,Universidad C,Décimo,Derecho,Docente,41,macho,gay,hombre,fisicas,gitanos,ateismo,soltero,municipioLocal,5,0,nunca,1,1,regular,Cuarto,ContaduriaPublica,Estudiante,entre18y25,hembra,otra,hombre,fisicas,ninguna,evangelismo,soltero,otroDepartamento,5
Córdoba,Bogotá,Universidad B,Quinto,IngenieriaSistemas,Administrativx,24,intersexual,lesbiana,mujer,sensoriales,indigena,evangelismo,soltero,otroMunicipio,4,0,nunca,0,1,buena,Octavo,IngenieriaSistemas,Administrativx,mayores40,hembra,bisexual,hombre,sensoriales,gitanos,agnosticismo,unionLibre,municipioLocal,1
Antioquia,Bogotá,Universidad C,Quinto,ContaduriaPublica,Externo,36,intersexual,bisexual,hombre,fisicas,indigena,evangelismo,divorciado,otroMunicipio,6,0,siempre,0,1,regular,Tercero,IngenieriaSistemas,Administrativx,menores18,macho,lesbiana,mujer,intelectuales,gitanos,ateismo,viudo,municipioLocal,4
Córdoba,Bogotá,Universidad B,Décimo,Derecho,Docente,39,macho,otra,otra,intelectuales,ninguna,evangelismo,viudo,otroMunicipio,6,0,siempre,0,1,buena,Décimo,Psicologia,Externo,entre26y40,hembra,lesbiana,mujer,intelectuales,afrocolombianos,agnosticismo,casado,otroDepartamento,2
Córdoba,Bogotá,Universidad A,Quinto,AdministracionEmpresas,Externo,52,macho,gay,hombre,ninguna,ninguna,agnosticismo,casado,otroMunicipio,6,0,puntomedio,1,1,muyMala,Primero,Psicologia,Docente,menores18,intersexual,gay,hombre,multiples,indigena,evangelismo,viudo,otroDepartamento,3
Cundinamarca,Montería,Universidad B,Sexto,ContaduriaPublica,Estudiante,47,macho,bisexual,hombre,multiples,raizales,evangelismo,viudo,otroMunicipio,4,0,puntomedio,0,0,buena,Décimo,Derecho,Administrativx,entre26y40,hembra,otra,otra,fisicas,indigena,agnosticismo,soltero,otroPais,6
Cundinamarca,Tunja,Universidad B,Octavo,IngenieriaSistemas,Estudiante,46,macho,lesbiana,mujer,intelectuales,ninguna,otra,soltero,municipioLocal,4,1,puntomedio,1,0,buena,Quinto,ContaduriaPublica,Externo,entre26y40,hembra,bisexual,mujer,psicosociales,ninguna,catolicismo,casado,otroPais,5
Cundinamarca,Medellín,Universidad B,Segundo,ContaduriaPublica,Administrativx,39,macho,gay,mujer,sensoriales,gitanos,otra,divorciado,otroMunicipio,4,0,casisiempre,1,0,muyMala,Primero,Derecho,Docente,mayores40,macho,otra,mujer,multiples,afrocolombianos,evangelismo,viudo,otroDepartamento,5
Córdoba,Cali,Universidad A,Sexto,Derecho,Docente,28,macho,gay,hombre,fisicas,ninguna,catolicismo,divorciado,municipioLocal,3,0,casinunca,0,0,muyBuena,Quinto,Psicologia,Estudiante,entre26y40,intersexual,otra,hombre,multiples,afrocolombianos,cristianismo,soltero,municipioLocal,2
Valle del Cauca,Montería,Universidad C,Primero,Psicologia,Externo,37,hembra,bisexual,mujer,sensoriales,gitanos,cristianismo,soltero,otroMunicipio,6,0,casisiempre,0,0,regular,Noveno,Psicologia,Administrativx,entre26y40,hembra,gay,mujer,multiples,gitanos,catolicismo,viudo,otroPais,6
Córdoba,Medellín,Universidad C,Cuarto,Psicologia,Administrativx,46,macho,gay,otra,multiples,ninguna,evangelismo,divorciado,municipioLocal,3,1,nunca,1,1,mala,Quinto,AdministracionEmpresas,Estudiante,entre18y25,intersexual,otra,hombre,sensoriales,raizales,agnosticismo,casado,otroPais,6
Valle del Cauca,Montería,Universidad A,Décimo,IngenieriaSistemas,Estudiante,58,macho,otra,otra,intelectuales,ninguna,otra,soltero,municipioLocal,2,0,siempre,0,0,muyMala,Segundo,Derecho,Docente,entre26y40,intersexual,bisexual,mujer,sensoriales,indigena,cristianismo,casado,municipioLocal,5
Valle del Cauca,Montería,Universidad B,Tercero,IngenieriaSistemas,Estudiante,59,hembra,otra,mujer,sensoriales,ninguna,otra,viudo,municipioLocal,4,0,nunca,0,1,muyBuena,Segundo,Psicologia,Externo,entre18y25,hembra,hetero,otra,multiples,afrocolombianos,otra,viudo,otroDepartamento,5
Cundinamarca,Cali,Universidad C,Noveno,Psicologia,Docente,51,macho,bisexual,hombre,sensoriales,afrocolombianos,otra,unionLibre,otroDepartamento,5,1,nunca,0,0,buena,Décimo,IngenieriaSistemas,Estudiante,entre18y25,macho,hetero,otra,ninguna,gitanos,catolicismo,unionLibre,municipioLocal,3
Boyacá,Tunja,Universidad A,Tercero,IngenieriaSistemas,Externo,18,intersexual,lesbiana,otra,multiples,afrocolombianos,agnosticismo,divorciado,municipioLocal,1,1,siempre,1,1,muyBuena,Noveno,AdministracionEmpresas,Externo,menores18,intersexual,bisexual,mujer,psicosociales,gitanos,otra,viudo,otroMunicipio,6
Antioquia,Bogotá,Universidad C,Sexto,ContaduriaPublica,Docente,48,intersexual,bisexual,otra,fisicas,ninguna,cristianismo,soltero,municipioLocal,2,1,nunca,1,1,muyMala,Quinto,ContaduriaPublica,Administrativx,menores18,hembra,gay,hombre,intelectuales,gitanos,ateismo,viudo,otroPais,1
Cundinamarca,Tunja,Universidad A,Primero,AdministracionEmpresas,Externo,47,macho,otra,hombre,sensoriales,gitanos,ateismo,soltero,otroMunicipio,1,0,puntomedio,0,0,buena,Octavo,AdministracionEmpresas,Estudiante,mayores40,intersexual,lesbiana,mujer,intelectuales,raizales,catolicismo,viudo,otroPais,2
Cundinamarca,Cali,Universidad B,Sexto,AdministracionEmpresas,Externo,35,hembra,hetero,mujer,multiples,raizales,otra,divorciado,municipioLocal,1,0,siempre,0,0,muyBuena,Décimo,ContaduriaPublica,Administrativx,mayores40,intersexual,gay,hombre,fisicas,afrocolombianos,cristianismo,unionLibre,otroPais,2
Boyacá,Cali,Universidad C,Cuarto,ContaduriaPublica,Docente,34,intersexual,hetero,otra,fisicas,indigena,evangelismo,casado,municipioLocal,4,0,nunca,0,1,mala,Cuarto,IngenieriaSistemas,Administrativx,mayores40,intersexual,bisexual,mujer,intelectuales,ninguna,otra,divorciado,municipioLocal,3
Antioquia,Cali,Universidad A,Octavo,AdministracionEmpresas,Administrativx,55,hembra,gay,hombre,ninguna,afrocolombianos,otra,soltero,otroPais,5,1,puntomedio,1,0,regular,Segundo,ContaduriaPublica,Administrativx,entre26y40,hembra,otra,otra,intelectuales,ninguna,ateismo,casado,municipioLocal,3
Córdoba,Medellín,Universidad C,Noveno,Derecho,Docente,31,intersexual,gay,hombre,fisicas,ninguna,cristianismo,divorciado,otroDepartamento,1,0,puntomedio,0,0,regular,Cuarto,Derecho,Administrativx,menores18,intersexual,hetero,otra,psicosociales,gitanos,otra,soltero,otroDepartamento,1
Córdoba,Tunja,Universidad C,Cuarto,ContaduriaPublica,Docente,40,macho,hetero,otra,ninguna,indigena,ateismo,soltero,otroPais,6,0,casinunca,0,0,muyMala,Cuarto,ContaduriaPublica,Administrativx,entre26y40,intersexual,otra,mujer,intelectuales,gitanos,agnosticismo,casado,otroPais,4
Cundinamarca,Tunja,Universidad C,Décimo,IngenieriaSistemas,Estudiante,42,hembra,otra,mujer,intelectuales,afrocolombianos,agnosticismo,casado,otroMunicipio,1,1,puntomedio,1,1,buena,Noveno,ContaduriaPublica,Docente,menores18,macho,gay,mujer,psicosociales,raizales,evangelismo,casado,otroMunicipio,2
Antioquia,Montería,Universidad C,Décimo,ContaduriaPublica,Estudiante,32,hembra,gay,otra,multiples,raizales,catolicismo,unionLibre,otroDepartamento,2,1,casisiempre,1,1,buena,Décimo,AdministracionEmpresas,Estudiante,entre26y40,hembra,bisexual,mujer,sensoriales,gitanos,otra,divorciado,otroDepartamento,6
Cundinamarca,Montería,Universidad A,Sexto,Psicologia,Docente,39,hembra,bisexual,hombre,fisicas,gitanos,evangelismo,casado,otroDepartamento,5,1,siempre,1,1,regular,Sexto,IngenieriaSistemas,Externo,mayores40,hembra,hetero,otra,psicosociales,afrocolombianos,agnosticismo,casado,municipioLocal,5
Valle del Cauca,Montería,Universidad B,Primero,IngenieriaSistemas,Docente,20,intersexual,bisexual,otra,ninguna,ninguna,catolicismo,viudo,otroPais,5,1,siempre,1,1,muyBuena,Décimo,ContaduriaPublica,Externo,menores18,intersexual,bisexual,otra,sensoriales,gitanos,evangelismo,casado,otroMunicipio,1
Cundinamarca,Cali,Universidad A,Cuarto,Psicologia,Estudiante,36,intersexual,otra,mujer,ninguna,raizales,agnosticismo,divorciado,otroDepartamento,1,1,siempre,0,1,buena,Sexto,Derecho,Docente,menores18,macho,hetero,hombre,psicosociales,gitanos,evangelismo,unionLibre,otroDepartamento,2
Cundinamarca,Tunja,Universidad A,Séptimo,IngenieriaSistemas,Externo,51,intersexual,gay,hombre,intelectuales,afrocolombianos,cristianismo,casado,otroPais,5,0,nunca,0,1,mala,Quinto,AdministracionEmpresas,Externo,entre18y25,intersexual,hetero,mujer,multiples,afrocolombianos,cristianismo,unionLibre,municipioLocal,6
Córdoba,Cali,Universidad A,Primero,AdministracionEmpresas,Docente,52,macho,bisexual,mujer,psicosociales,ninguna,cristianismo,unionLibre,municipioLocal,2,1,nunca,0,1,mala,Sexto,IngenieriaSistemas,Externo,menores18,intersexual,hetero,mujer,ninguna,indigena,ateismo,unionLibre,otroMunicipio,1
Córdoba,Medellín,Universidad B,Octavo,ContaduriaPublica,Administrativx,18,intersexual,gay,otra,multiples,indigena,agnosticismo,soltero,otroPais,2,1,casisiempre,0,0,buena,Primero,IngenieriaSistemas,Externo,menores18,hembra,gay,otra,sensoriales,ninguna,ateismo,unionLibre,otroDepartamento,4
Córdoba,Montería,Universidad C,Décimo,Derecho,Administrativx,38,macho,gay,otra,psicosociales,gitanos,otra,divorciado,otroDepartamento,2,0,puntomedio,1,0,buena,Quinto,Psicologia,Estudiante,entre26y40,macho,bisexual,mujer,sensoriales,gitanos,catolicismo,unionLibre,otroMunicipio,6
Valle del Cauca,Cali,Universidad C,Sexto,IngenieriaSistemas,Administrativx,46,hembra,bisexual,mujer,fisicas,afrocolombianos,agnosticismo,casado,otroDepartamento,6,0,nunca,1,1,regular,Sexto,Derecho,Externo,mayores40,intersexual,lesbiana,hombre,intelectuales,afrocolombianos,agnosticismo,soltero,municipioLocal,2
Córdoba,Cali,Universidad C,Quinto,IngenieriaSistemas,Docente,23,hembra,hetero,otra,multiples,gitanos,evangelismo,unionLibre,otroMunicipio,4,1,puntomedio,1,1,muyMala,Octavo,AdministracionEmpresas,Estudiante,entre18y25,hembra,lesbiana,mujer,sensoriales,ninguna,cristianismo,divorciado,otroDepartamento,5
Antioquia,Medellín,Universidad B,Décimo,Psicologia,Externo,54,macho,bisexual,mujer,intelectuales,ninguna,ateismo,casado,otroMunicipio,1,0,puntomedio,0,0,regular,Cuarto,AdministracionEmpresas,Externo,entre26y40,intersexual,lesbiana,otra,psicosociales,raizales,otra,viudo,municipioLocal,6
Boyacá,Bogotá,Universidad C,Noveno,AdministracionEmpresas,Externo,18,intersexual,otra,otra,fisicas,raizales,catolicismo,viudo,otroMunicipio,5,1,nunca,1,0,muyMala,Quinto,Derecho,Externo,menores18,intersexual,bisexual,mujer,multiples,indigena,agnosticismo,unionLibre,otroPais,2
Antioquia,Tunja,Universidad B,Segundo,Psicologia,Estudiante,18,macho,lesbiana,mujer,multiples,gitanos,catolicismo,divorciado,otroMunicipio,2,0,nunca,1,1,mala,Cuarto,IngenieriaSistemas,Estudiante,entre26y40,macho,otra,otra,multiples,gitanos,otra,divorciado,otroPais,1
Antioquia,Bogotá,Universidad C,Quinto,Psicologia,Docente,44,hembra,bisexual,mujer,multiples,indigena,cristianismo,soltero,otroDepartamento,1,0,casisiempre,0,1,muyMala,Séptimo,ContaduriaPublica,Docente,mayores40,macho,bisexual,hombre,intelectuales,indigena,otra,viudo,otroMunicipio,4
Córdoba,Montería,Universidad C,Sexto,AdministracionEmpresas,Externo,38,hembra,gay,hombre,psicosociales,afrocolombianos,otra,unionLibre,otroMunicipio,1,0,casinunca,1,0,regular,Décimo,Derecho,Externo,entre18y25,macho,hetero,hombre,psicosociales,gitanos,otra,casado,otroPais,6
Boyacá,Cali,Universidad A,Séptimo,Derecho,Docente,33,macho,gay,hombre,fisicas,indigena,cristianismo,casado,otroPais,4,0,siempre,0,1,buena,Sexto,AdministracionEmpresas,Administrativx,entre26y40,intersexual,otra,mujer,psicosociales,gitanos,catolicismo,casado,municipioLocal,1
Boyacá,Medellín,Universidad B,Quinto,Psicologia,Estudiante,57,intersexual,bisexual,mujer,intelectuales,gitanos,evangelismo,divorciado,municipioLocal,6,0,nunca,0,1,muyMala,Cuarto,Derecho,Administrativx,menores18,macho,hetero,mujer,fisicas,gitanos,catolicismo,divorciado,otroMunicipio,1
